HealthSystem,Name,ProviderType,Adr1,Adr2,City,State,ZipCode,Phone,Lat,Lng,Services
Ascension,Ascension Borgess Hospital Borgess Diabetes & Endocrine Center,,1722 Shaffer St,,Kalamazoo,MI,49048,269-226-8321,42.3082,-85.5584,Specialty Care
Ascension,Ascension Medical Group Borgess Cardiology Group at East Chicago,,360 East Chicago St #1109,,Coldwater,MI,49036,269-226-5050,41.9365,-84.9877,Specialty Care
Ascension,Ascension Borgess Hospital Extended Care,,1521 Gull Rd #146e,,Kalamazoo,MI,49048,269-552-2970,42.3072,-85.5615,Primary Care/Clinic
Ascension,Ascension Borgess Hospital Borgess Family Medicine - Delton,,11320 Michigan 43,,Delton,MI,49046,269-623-5521,42.4878,-85.4137,Primary Care/Clinic
Ascension,Ascension Macomb-Oakland Hospital Sleep Center,,27351 Dequindre Rd,,Madison Heights,MI,48071,248-395-6697,42.494,-83.0871,Specialty Care
Ascension,Ascension Borgess Health Park,,3035 Capital Avenue Southwest,,Battle Creek,MI,49015,269-565-9100,42.2591,-85.1944,Hospital/Medical Center & Laboratory & Primary Care/Clinic & Specialty Care
Ascension,Ascension Michigan Weight Loss Program â€“ Madison Heights,,27483 Dequindre Rd.,,,,,,,,
Ascension,Assarian Cancer Center,,47601 Grand River Ave,,Novi,MI,48374,866-246-4673,42.4887,-83.5195,Specialty Care
Ascension,Ascension Medical Group Providence Birmingham Integrowth Orthopaedics and Sports Medicine,,26850 Providence Pkwy,,Novi,MI,48374,248-347-2435,42.4866,-83.5221,Specialty Care
Ascension,Ascension Borgess-Pipp Hospital Emergency Care,,411 Naomi St,,Plainwell,MI,49080,269-685-0700,42.447,-85.6537,Emergency Care
Ascension,Borgess Women's Health- Plainwell,,671 Allegan St,,Plainwell,MI,49080,269-685-1002,42.4479,-85.6545,Primary Care/Clinic
Ascension,Assarian Healing Arts Center,,47601 Grand River Ave,,Novi,MI,48374,248-465-4300,42.4887,-83.5195,Specialty Care
Ascension,Ascension Borgess Allegan Hospital - Allegan Clinic Walk-In Center,,551 Linn St #160,,Allegan,MI,49010,269-686-5800,42.5197,-85.8562,Urgent Care & Express Care
Ascension,Ascension Borgess Health and Fitness,,3025 Gull Rd,,Kalamazoo,MI,49048,269-552-2348,42.3168,-85.5427,Other
Ascension,Ascension Providence Hospital Oakland Internal Medicine Associates,,1435 North Milford Rd #101,,Milford Charter Township,MI,48381,248-685-9780,42.6038,-83.6115,Primary Care/Clinic
Ascension,Ascension Michigan Lab Services at 23 Mile,,35054 23 Mile Rd #100,,New Baltimore,MI,48047,586-725-0691,42.6754,-82.7559,Laboratory
Ascension,Ascension Medical Group Cornerstone New Baltimore Family Physicians,,35050 23 Mile Rd B,,New Baltimore,MI,48047,586-725-0477,42.6754,-82.7559,Primary Care/Clinic
Ascension,Ascension Borgess Hospital Borgess Wound and Hyperbaric Center,,1717 Shaffer St,,Kalamazoo,MI,49048,269-552-0014,42.3076,-85.5593,Specialty Care
Ascension,Ascension Medical Group Providence Family & Athletic Medicine,,1050 Corporate Office Dr #100,,Milford Charter Township,MI,48381,248-684-6155,42.5583,-83.6148,Primary Care/Clinic & Specialty Care
Ascension,Ascension Borgess Hospital Breast Care Center,,6565 West Main St,,Kalamazoo,MI,49009,269-226-6999,42.2944,-85.6783,Specialty Care
Ascension,Ascension Providence Hospital Health Center at Grand River,,47601 Grand River Ave,,Novi,MI,48374,866-823-4458,42.4887,-83.5195,Primary Care/Clinic
Ascension,Ascension Borgess Hospital Borgess Surgical Specialties at West Main,,6565 West Main St #205,,Kalamazoo,MI,49009,269-353-1783,42.2944,-85.6783,Specialty Care
Ascension,Ascension Medical Group Providence OB/Gyn - Novi,,26850 Providence Pkwy #425,,Novi,MI,48374,248-465-4040,42.4866,-83.5221,Primary Care/Clinic
Ascension,Ascension Borgess Hospital Cardiac and Pulmonary Rehab at Gull,,3025 Gull Rd,,Kalamazoo,MI,49048,269-552-2200,42.3168,-85.5427,Specialty Care
Ascension,Ascension Providence Hospital - Novi Campus,,47601 Grand River Ave,,Novi,MI,48374,248-465-4100,42.4887,-83.5195,Hospital/Medical Center & Emergency Care & Primary Care/Clinic & Imaging & Laboratory
Ascension,Ascension Providence Hospital Physical Therapy - Novi,,26850 Providence Pkwy,,Novi,MI,48374,248-465-4190,42.4866,-83.5221,Specialty Care
Ascension,Ascension Medical Group Bone & Joint,,420 West High St,,Dowagiac,MI,49047,269-783-3053,41.9834,-86.1148,Specialty Care
Ascension,Ascension Medical Group Family Practice,,520 Main St,,Dowagiac,MI,49047,269-783-3052,41.9844,-86.1148,Primary Care/Clinic
Ascension,Ascension Providence Hospital Pediatric Lipid Clinic,,26850 Providence Pkwy,,Novi,MI,48374,313-343-6840,42.4866,-83.5221,Specialty Care
Ascension,Ascension Medical Group Providence Family & Athletic Medicine,,26750 Providence Pkwy,,Novi,MI,48374,248-465-4782,42.4856,-83.5242,Primary Care/Clinic & Specialty Care
Ascension,Ascension Providence Hospital Plastic Surgery,,26850 Providence Pkwy,,Novi,MI,48374,248-465-4100,42.4866,-83.5221,Specialty Care
Ascension,Ascension Providence Hospital Michigan Institute for Sleep Medicine,,47601 Grand River Ave B229,,Novi,MI,48374,248-465-4290,42.4887,-83.5195,Specialty Care
Ascension,Ascension Borgess Hospital ProMed Family Practice Richland,,8450 North 32nd St,,Richland,MI,49083,269-552-2500,42.3825,-85.4544,Primary Care/Clinic
Ascension,Ascension Borgess-Lee Hospital Physical Therapy,,420 West High St,,Dowagiac,MI,49047,269-226-7265,41.9834,-86.1148,Specialty Care
Ascension,Ascension Michigan Pharmacy - 26750 Providence Parkway,,26750 Providence Pkwy #210,,Novi,MI,48374,248-465-4280,42.4856,-83.5242,Pharmacy
Ascension,Ascension Providence Hospital Wound and Hyperbaric Medicine,,44000 West 12 Mile Rd,,Novi,MI,48377,248-347-1230,42.4962,-83.4821,Specialty Care
Ascension,Ascension Michigan Lab Services at Capital Avenue,,3035 Capital Avenue Southwest,,Battle Creek,MI,49015,269-565-9100,42.2591,-85.1944,Laboratory
Ascension,Ascension Michigan Lab Services at 9 Mile,,20225 East 9 Mile Rd,,Saint Clair Shores,MI,48080,586-447-5189,42.4662,-82.9135,Laboratory
Ascension,Ascension Borgess Hospital Borgess Cardiology Group at Capital,,3035 Capital Avenue Southwest,,Battle Creek,MI,49015,269-965-3521,42.2591,-85.1944,Specialty Care
Ascension,Ascension Borgess Hospital Borgess Internal Medicine,,7775 Angling Rd,,Portage,MI,49024,269-324-8670,42.2044,-85.6429,Primary Care/Clinic
Ascension,Ascension Macomb-Oakland Hospital Acute Care of the Elderly Unit,,11800 Twelve Mile Rd,,Warren,MI,48093,586-573-5023,42.5058,-83.0048,Specialty Care
Ascension,Ascension Borgess Hospital Delano Plainwell,,345 Naomi St,,Plainwell,MI,49080,269-783-3052,42.4467,-85.6535,Specialty Care
Ascension,Ascension Medical Group Center for Hand & Neck Maxillofacial & Reconstructive Surgery,,11900 Twelve Mile Rd #103,,Warren,MI,48093,586-582-7100,42.506,-83.0039,Specialty Care
Ascension,Ascension Borgess Hospital Borgess Surgical Specialties at Capital Avenue,,3035 Capital Avenue Southwest,,Battle Creek,MI,49015,269-226-5456,42.2591,-85.1944,Specialty Care
Ascension,Ascension Medical Group Center for Cardiothoracic & Vascular Surgery,,11900 Twelve Mile Rd,,Warren,MI,48093,586-576-5907,42.506,-83.0039,Specialty Care
Ascension,Ascension Borgess Hospital Borgess Pulmonary & Sleep Medicine at Capital,,3035 Capital Avenue Southwest,,Battle Creek,MI,49015,269-345-1161,42.2591,-85.1944,Specialty Care
Ascension,Ascension Michigan Lab Services at 12 Mile,,21000 Twelve Mile Rd,,Saint Clair Shores,MI,48081,586-447-5051,42.509,-82.9054,Laboratory
Ascension,Ascension Medical Group Borgess Heart Center for Excellence at East Chicago,,360 East Chicago St,,Coldwater,MI,49036,517-279-2885,41.9365,-84.9877,Specialty Care
Ascension,Ascension Michigan Lab Services at Masonic,,21099 Masonic Blvd.,,St. Clair Shores,MI,48082,586-777-2050,42.5328,-82.9032,Laboratory
Ascension,Ascension Medical Group Neurosurgery of Kalamazoo at Chicago,,370 East Chicago St #200,,Coldwater,MI,49036,269-343-1264,41.9363,-84.9861,Specialty Care
Ascension,Ascension St. John Hospital Health Center at Crocker,,25990 Crocker Blvd,,Harrison Charter Township,MI,48045,586-465-5501,42.5713,-82.8532,Urgent Care & Primary Care/Clinic & Hospital/Medical Center & Imaging & Laboratory
Ascension,Ascension Medical Group Borgess Neurology at East Chicago,,360 East Chicago St #102,,Coldwater,MI,49036,269-381-7380,41.9365,-84.9877,Specialty Care
Ascension,Ascension Borgess Hospital Borgess Orthopedics Health Park,,3035 Capital Avenue Southwest,,Battle Creek,MI,49015,269-343-1535,42.2591,-85.1944,Specialty Care
Ascension,Ascension Borgess Hospital Borgess Neurology at Capital Avenue,,2845 Capital Avenue Southwest #201,,Battle Creek,MI,49015,269-969-6177,42.2592,-85.198,Specialty Care
Ascension,Ascension St. John Hospital Family Medical Center,,24911 Little Mack Ave Suite C,,St. Clair Shores,MI,48080,586-777-2050,42.4793,-82.9079,Primary Care/Clinic
Ascension,Ascension Borgess Hospital Borgess Women's Health at Capital Avenue,,3035 Capital Avenue Southwest,,Battle Creek,MI,49015,269-969-8828,42.2591,-85.1944,Primary Care/Clinic
Ascension,Ascension Medical Group Cornerstone Schoenherr Family Practice,,13350 24 Mile Rd #200,,Shelby Charter Township,MI,48315,586-566-7100,42.684,-82.9976,Primary Care/Clinic
Ascension,Ascension Borgess Hospital Lung Nodule Clinic,,1535 Gull Rd #130,,Kalamazoo,MI,49048,269-226-5444,42.3051,-85.5615,Specialty Care
Ascension,Ascension Michigan Lab Services at 24 Mile,,45634 Schoenherr Rd,,Shelby Charter Township,MI,48315,586-997-0870,42.6316,-82.9923,Laboratory
Ascension,Ascension Borgess Hospital Lab Services at Gull,,1535 Gull Rd,,Kalamazoo,MI,49048,269-226-6999,42.3051,-85.5615,Laboratory
Ascension,Ascension Eastwood Behavioral Health at Schoenherr,,45660 Schoenherr Rd,,Shelby Charter Township,MI,48315,586-566-3020,42.6313,-82.9923,Specialty Care
Ascension,Ascension Michigan Urgent Care at Fred Moore Hwy.,,955 Fred W Moore Hwy,,Saint Clair,MI,48079,810-326-3894,42.8173,-82.4955,Urgent Care
Ascension,Ascension Borgess Hospital Joint Replacement Center,,1521 Gull Rd,,Kalamazoo,MI,49048,269-226-5746,42.3072,-85.5615,Specialty Care
Ascension,Ascension Medical Group Borgess Rheumatology,,501 South Drake Rd,,Kalamazoo,MI,49009,269-344-5552,42.2877,-85.6475,Specialty Care
Ascension,Ascension Medical Group Cornerstone St. John Pediatric Associates,,25319 Little Mack Ave,,Saint Clair Shores,MI,48081,586-443-4950,42.4823,-82.9077,Primary Care/Clinic
Ascension,Ascension Medical Group St. John OB/Gyn Associates,,21000 Twelve Mile Rd #102,,Saint Clair Shores,MI,48081,586-447-5100,42.509,-82.9054,Specialty Care
Ascension,Ascension St. John Hospital Physical Therapy 12 Mile,,20952 Twelve Mile Rd #110,,Saint Clair Shores,MI,48081,586-498-3500,42.5091,-82.9069,Specialty Care
Ascension,Ascension Borgess Hospital ProMed Pediatrics Richland,,8450 North 32nd St,,Richland,MI,49083,269-552-2500,42.3825,-85.4544,Primary Care/Clinic
Ascension,Ascension Michigan Pharmacy at 12 Mile,,11800 Twelve Mile Rd,,Warren,MI,48093,586-573-5850,42.5058,-83.0048,Pharmacy
Ascension,Ascension Borgess Hospital Neurosurgery of Kalamazoo at Borgess at Capital,,2518 Capital Avenue Southwest #4,,Battle Creek,MI,49015,269-969-6183,42.266,-85.1995,Specialty Care
Ascension,Ascension Borgess Hospital Inpatient Rehabilitation,,1521 Gull Rd,,Kalamazoo,MI,49048,269-226-7436,42.3072,-85.5615,Specialty Care
Ascension,St. Vincent DePaul Health Center,,22255 Greenfield Rd,,Southfield,MI,48075,248-849-5006,42.4562,-83.202,Primary Care/Clinic
Ascension,Ascension Medical Group Borgess Heart Center for Excellence at Myrtle,,916 Myrtle St,,Sturgis,MI,49091,269-381-3963,41.7947,-85.4074,Specialty Care
Ascension,Ascension Michigan Pharmacy,,22250 Providence Dr,,Southfield,MI,48075,248-849-3939,42.4564,-83.2058,Pharmacy
Ascension,Ascension Borgess Hospital Physical Therapy at Gull Road,,3025 Gull Rd,,Kalamazoo,MI,49048,269-226-7000,42.3168,-85.5427,Specialty Care
Ascension,Eastside Endoscopy Center,,28963 Little Mack Ave #103,,St. Clair Shores,MI,48081,586-447-5110,42.5084,-82.9088,Specialty Care
Ascension,Ascension Borgess Hospital ProMed Family Practice,,1241 West Broadway St,,Three Rivers,MI,49093,269-273-9539,41.9334,-85.6507,Primary Care/Clinic
Ascension,Ascension Borgess-Pipp Hospital Lab,,411 Naomi St,,Plainwell,MI,49080,269-685-0746,42.4471,-85.6537,Laboratory
Ascension,Ascension Medical Group Cornerstone Schoenherr Parkway Family Practice,,13951 Plumbrook Rd,,Sterling Heights,MI,48312,586-274-2400,42.5749,-82.9872,Primary Care/Clinic
Ascension,Ascension Borgess-Pipp Hospital Physical Therapy,,407 Naomi St,,Plainwell,MI,49080,269-226-7265,42.4464,-85.654,Specialty Care
Ascension,Ascension Medical Group Cornerstone Family Medicine,,5555 Metro Pkwy #400,,Sterling Heights,MI,48310,586-264-0670,42.5655,-83.052,Primary Care/Clinic
Ascension,Ascension Medical Group Sterling Medical Group,,37538 Dequindre Rd,,Sterling Heights,MI,48310,586-939-3073,42.5672,-83.088,Primary Care/Clinic
Ascension,Ascension Medical Group Neurosurgery of Kalamazoo at Borgess at South Lakeview,,600 South Lakeview St #106,,Sturgis,MI,49091,269-343-1264,41.7952,-85.4083,Specialty Care
Ascension,Ascension Borgess Hospital Critical Care,,1521 Gull Rd,,Kalamazoo,MI,49048,269-226-4852,42.3072,-85.5615,Specialty Care
Ascension,Ascension Medical Group Cornerstone Bennett Family Footcare,,13935 Plumbrook Rd,,Sterling Heights,MI,48312,586-939-9900,42.5749,-82.9875,Specialty Care
Ascension,Ascension Medical Group Borgess Family Medicine,,345 Naomi St,,Plainwell,MI,49080,269-552-0100,42.4473,-85.6544,Primary Care/Clinic
Ascension,Ascension Medical Group Maternal Fetal Medicine - Southfield,,22255 Greenfield Rd,,Southfield,MI,48075,248-849-8913,42.4562,-83.202,Specialty Care
Ascension,Ascension Medical Group Newland Rheumatology,,22301 Foster Winter Dr #3,,Southfield,MI,48075,248-552-0620,42.4569,-83.2032,Specialty Care
Ascension,Ascension Borgess Hospital ProMed Pediatrics at Angling,,8001 Angling Rd,,Portage,MI,49024,269-329-0944,42.2026,-85.6424,Primary Care/Clinic
Ascension,Ascension Medical Group Borgess Cardiology Group at South Health Parkway,,711 South Health Pkwy #1,,Three Rivers,MI,49093,269-226-5050,41.9341,-85.6475,Specialty Care
Ascension,Ascension Providence Hospital â€“ Mammography,,22250 Providence Dr,,Southfield,MI,48075,248-849-4804,42.4564,-83.2058,Primary Care/Clinic & Imaging & Specialty Care
Ascension,Ascension St. John Hospital Newland Medical Associates,,22301 Foster Winter Dr,,Southfield,MI,48075,248-552-0620,42.4569,-83.2032,Primary Care/Clinic
Ascension,Ascension Michigan Lab Services at Greenfield,,22255 Greenfield Rd,,Southfield,MI,48075,248-849-3193,42.4562,-83.202,Laboratory
Ascension,Ascension Borgess Hospital Borgess Family and Internal Medicine Health Park,,3035 Capital Avenue Southwest,,Battle Creek,MI,49015,269-565-9120,42.2591,-85.1944,Primary Care/Clinic
Ascension,Ascension Borgess Hospital Borgess Health Park Physical Therapy,,3035 Capital Avenue Southwest,,Battle Creek,MI,49015,269-565-9292,42.2591,-85.1944,Specialty Care
Ascension,Ascension Providence Hospital in Southfield Lab,,22250 Providence Dr,,Southfield,MI,48075,248-849-3990,42.4564,-83.2058,Laboratory
Ascension,Ascension Borgess Hospital Delano Richland,,8450 North 32nd St,,Richland,MI,49083,269-552-2500,42.3825,-85.4544,Specialty Care
Ascension,Ascension Medical Group Brighton Internal Medicine,,1225 South Latson Rd #200,,Howell,MI,48843,810-494-6800,42.583,-83.8729,Primary Care/Clinic
Ascension,Ascension Brighton Center for Recovery,,12851 Grand River Ave,,Brighton,MI,48116,810-227-1211,42.5186,-83.6941,Specialty Care
Ascension,Ascension Borgess Hospital Neurosurgery of Kalamazoo at Borgess at West Main,,6565 West Main St #205,,Kalamazoo,MI,49009,269-343-1264,42.2944,-85.6783,Specialty Care
Ascension,Ascension Medical Group Cornerstone Almont Family Practice,,4260 Van Dyke Rd #102,,Almont,MI,48003,810-798-3994,42.9413,-83.0575,Primary Care/Clinic
Ascension,Ascension River District Hospital River District Family Practice - Algonac,,2700 Pointe Tremble Rd,,Clay Township,MI,48001,810-329-6677,42.6176,-82.5517,Primary Care/Clinic
Ascension,Ascension Borgess Hospital ProMed Pediatrics at Red Arrow,,24466 Red Arrow Hwy #2,,Mattawan,MI,49071,269-668-4180,42.2369,-85.7901,Primary Care/Clinic
Ascension,Ascension Providence Hospital Dearborn Internal Medicine,,23874 Kean St #100,,Dearborn,MI,48124,313-359-0801,42.2994,-83.2696,Primary Care/Clinic
Ascension,Ascension Borgess Hospital Borgess Neurology at East Mansion,,215 East Mansion St #1h,,Marshall,MI,49068,269-969-6177,42.2735,-84.9569,Specialty Care
Ascension,Clinton Township Reverence Home Health and Hospice,,37650 Garfield Rd,,Clinton Township,MI,48036,888-246-6322,42.5737,-82.9506,Specialty Care
Ascension,KNI Southwest Michigan Imaging Center at 1700 Gull,,1700 Gull Rd,,Kalamazoo,MI,49048,269-383-5593,42.3061,-85.558,Imaging
Ascension,Ascension St. John Hospital Center for Wound and Hyperbaric Medicine,,22151 Moross Rd,,Detroit,MI,48236,313-343-8701,42.4199,-82.9147,Specialty Care
Ascension,Ascension Michigan Lab Services,,7901 Angling Rd,,Portage,MI,49024,269-324-8418,42.2029,-85.6428,Laboratory
Ascension,Ascension Medical Group Center for Cardiothoracic & Vascular Surgery,,22201 Moross Rd #356,,Detroit,MI,48236,313-343-7444,42.4189,-82.9128,Specialty Care
Ascension,Ascension Medical Center Borgess Immediate Medical Care,,7901 Angling Rd,,Portage,MI,49024,269-324-8405,42.2029,-85.6428,Express Care
Ascension,Ascension Eastwood Behavioral Health at Moross,,22151 Moross Rd PB1,,,,,,,,
Ascension,Cracchiolo Inpatient Rehabilitation Center,,22101 Moross Rd,,Detroit,MI,48236,313-343-4000,42.4196,-82.9145,Specialty Care
Ascension,Ascension Borgess-Lee Pediatrics,,520 Main St Suite C,,Dowagiac,MI,49047,269-783-2080,41.9844,-86.1148,Primary Care/Clinic & Express Care
Ascension,Ascension Borgess Hospital Borgess Women's Health at Currier,,7895 Currier Dr,,Portage,MI,49002,269-321-7000,42.2026,-85.5856,Primary Care/Clinic
Ascension,Ascension St. John Hospital Audiology Services - The Holley Institute,,22151 Moross Rd,,Detroit,MI,48236,313-343-4436,42.4199,-82.9147,Specialty Care
Ascension,Ascension Borgess Hospital Borgess Pulmonary & Sleep Medicine at Angling,,8001 Angling Rd,,Portage,MI,49024,269-226-7081,42.2026,-85.6424,Specialty Care
Ascension,Ascension Borgess-Pipp Hospital,,411 Naomi St,,Plainwell,MI,49080,269-685-0700,42.447,-85.6537,Hospital/Medical Center & Primary Care/Clinic & Imaging & Laboratory & Emergency Care
Ascension,Woodbridge Pharmacy,,7901 Angling Rd,,Portage,MI,49024,269-324-8409,42.2029,-85.6428,Pharmacy
Ascension,Ascension Borgess Hospital DeLano Clinic,,7895 Currier Dr,,Portage,MI,49002,269-321-7090,42.2026,-85.5856,Primary Care/Clinic
Ascension,Ascension Michigan at Work,,7901 Angling Rd,,Portage,MI,49024,269-324-8426,42.2029,-85.6428,Specialty Care
Ascension,Ascension Borgess Hospital Borgess Women's Health Imaging at Currier,,7895 Currier Dr,,Portage,MI,49002,269-321-7100,42.2026,-85.5856,Laboratory
Ascension,Ascension Borgess Hospital Borgess Pulmonary & Sleep Medicine at 1521 Gull,,1521 Gull Rd 5 East,,Kalamazoo,MI,49048,269-226-7081,42.3072,-85.5615,Specialty Care
Ascension,Ascension Borgess Hospital Borgess Pulmonary & Sleep Medicine at 1535 Gull,,1535 Gull Rd #130,,Kalamazoo,MI,49048,269-345-1161,42.3051,-85.5615,Specialty Care
Ascension,Ascension Borgess Hospital Borgess Women's Health Imaging at Angling,,7901 Angling Rd,,Portage,MI,49024,269-226-6999,42.2029,-85.6428,Specialty Care
Ascension,Endoscopy & Surgery Center at Woodbridge Hills,,7901 Angling Rd,,Portage,MI,49024,269-324-8406,42.2029,-85.6428,Specialty Care
Ascension,Ascension Borgess Hospital Borgess at Woodbridge Hills Physical Therapy,,8001 Angling Rd,,Portage,MI,49024,269-226-7265,42.2026,-85.6424,Specialty Care
Ascension,Ascension Borgess Hospital Borgess Surgical Specialties at Shaffer,,1717 Shaffer St #124,,Kalamazoo,MI,49048,269-226-5456,42.3082,-85.5583,Specialty Care
Ascension,Ascension Borgess Hospital ProMed Family Practice at Angling,,7901 Angling Rd,,Portage,MI,49024,269-324-8600,42.2029,-85.6428,Primary Care/Clinic
Ascension,Ascension Borgess Hospital Borgess Internal Medicine,,1717 Shaffer St #108,,Kalamazoo,MI,49048,269-226-5967,42.3082,-85.5583,Primary Care/Clinic
Ascension,Ascension Borgess Hospital Borgess Heart Institute,,1717 Shaffer St,,Kalamazoo,MI,49048,269-226-5050,42.3082,-85.5583,Specialty Care
Ascension,Ascension Borgess Hospital Borgess Family and Internal Medicine - Crosstown,,940 John St,,Kalamazoo,MI,49001,269-343-7296,42.2818,-85.5817,Primary Care/Clinic
Ascension,Ascension Borgess Hospital Bariatric Center,,1717 Shaffer St.,,,,,,,,
Ascension,Ascension Borgess Hospital Borgess Women's Health at Gull,,1535 Gull Rd #250,,Kalamazoo,MI,49048,269-226-5927,42.3051,-85.5615,Primary Care/Clinic
Ascension,Ascension Borgess Hospital Lab Services at South M-43,,11320 Michigan 43 #2,,Delton,MI,49046,269-623-2334,42.4878,-85.4137,Laboratory
Ascension,Ascension Borgess Hospital Lab Services at West High Street,,420 West High St,,Dowagiac,MI,49047,269-782-8681,41.9834,-86.1148,Laboratory
Ascension,Ascension Borgess Hospital Borgess Neurology at Gull,,1541 Gull Rd #100,,Kalamazoo,MI,49048,269-381-7380,42.3079,-85.5618,Specialty Care
Ascension,Ascension Borgess Hospital Borgess Neurology at West Main,,6565 West Main St #205,,Kalamazoo,MI,49009,269-381-7380,42.2944,-85.6783,Specialty Care
Ascension,Ascension Borgess Hospital Borgess Bone and Joint Orthopedics,,2490 South 11th St,,Kalamazoo,MI,49009,269-343-1535,42.2663,-85.6588,Specialty Care
Ascension,Ascension Borgess Hospital Behavioral Health Adolescent Partial Hospitalization Program,,1521 Gull Rd,,Kalamazoo,MI,49048,269-226-7406,42.3072,-85.5615,Specialty Care
Ascension,Ascension Borgess Gardens,,3057 Gull Rd,,Kalamazoo,MI,49048,269-552-6500,42.3139,-85.5422,Other
Ascension,Ascension at Home at North Burdick,,348 North Burdick St,,Kalamazoo,MI,49007,888-246-6322,42.2943,-85.5829,Specialty Care
Ascension,Ascension Michigan Pharmacy,,1521 Gull Rd,,Kalamazoo,MI,49048,269-226-8336,42.3072,-85.5615,Pharmacy
Ascension,Ascension Medical Group Borgess Pulmonary & Sleep Medicine at West High,,420 West High St,,Dowagiac,MI,49047,269-345-1161,41.9829,-86.1157,Specialty Care
Ascension,Ascension Medical Group Borgess Heart Center for Excellence at South Health Parkway,,711 South Health Pkwy,,Three Rivers,MI,49093,269-381-3963,41.9341,-85.6475,Specialty Care
Ascension,Ascension Borgess Hospital Birthing Center,,1521 Gull Rd,,Kalamazoo,MI,49048,269-226-7000,42.3072,-85.5615,Hospital/Medical Center & Specialty Care & Laboratory
Ascension,Ascension Borgess Hospital Behavioral Health Inpatient Care,,1521 Gull Rd,,Kalamazoo,MI,49048,269-226-4858,42.3072,-85.5615,Specialty Care
Ascension,Ascension Borgess Hospital Borgess Family Medicine,,9880 East Michigan Ave #100,,Galesburg,MI,49053,269-665-7092,42.2881,-85.4363,Primary Care/Clinic
Ascension,Ascension Medical Group Borgess Lee Cardiology,,420 West High St,,Dowagiac,MI,49047,269-783-3017,41.9834,-86.1148,Specialty Care
Ascension,Ascension Borgess Hospital Borgess Athletic Performance Program,,3025 Gull Rd,,Kalamazoo,MI,49048,269-552-2348,42.3168,-85.5427,Specialty Care
Ascension,Ascension Medical Group Borgess Neurology at South Health Parkway,,711 South Health Pkwy,,Three Rivers,MI,49093,269-381-7380,41.9341,-85.6475,Specialty Care
Ascension,Ascension Borgess Medical Group Neurosurgery of Kalamazoo Allegan at Linn,,551 Linn St,,Allegan,MI,49010,269-343-1264,42.5197,-85.8562,Specialty Care
Ascension,Ascension Borgess Hospital Neurosurgery of Kalamazoo At Borgess at East Mansion,,215 East Mansion St #3b,,Marshall,MI,49068,269-343-1264,42.2735,-84.9569,Specialty Care
Ascension,Ascension Borgess Hospital ProMed Family Practice at Red Arrow,,24466 Red Arrow Hwy,,Mattawan,MI,49071,269-668-4180,42.2369,-85.7901,Primary Care/Clinic
Ascension,Ascension Michigan Physical Therapy at South 11th Street,,2490 South 11th St,,Kalamazoo,MI,49009,269-226-7265,42.2663,-85.6588,Specialty Care
Ascension,Ascension Medical Group Convenient Care,,420 West High St #520,,Dowagiac,MI,49047,269-782-1500,41.9829,-86.1157,Express Care
Ascension,Ascension Medical Group Neurosurgery of Kalamazoo Allegan,,570 Linn St,,Allegan,MI,49010,269-381-7380,42.5195,-85.8581,Specialty Care
Ascension,KNI Southwest Michigan Imaging Center at 1541 Gull,,1541 Gull Rd,,Kalamazoo,MI,49048,269-383-5593,42.3079,-85.5618,Imaging
Ascension,Ascension Medical Group Borgess Cardiology Group at West Carleton,,61 West Carleton Rd,,Hillsdale,MI,49242,269-226-5050,41.9265,-84.6381,Specialty Care
Ascension,Ascension Borgess Lee Hospital Emergency Care,,420 West High St,,Dowagiac,MI,49047,269-782-8681,41.9829,-86.1156,Emergency Care
Ascension,Ascension Borgess Allegan Hospital - Allegan Pediatrics,,551 Linn Street #250,,Allegan,MI,49010,269-686-5800,42.5197,-85.8562,Primary Care/Clinic
Ascension,Ascension Borgess Allegan Hospital - Orthopedic and Sports Medicine,,551 Linn St #220,,Allegan,MI,49010,269-673-5571,42.5205,-85.8562,Specialty Care
Ascension,Ascension Borgess Allegan Hospital - Allegan Family Medicine,,551 Linn Street #150,,Allegan,MI,49010,269-686-5800,42.5197,-85.8562,Primary Care/Clinic
Ascension,Ascension Michigan at Work,,375 N Willowbrook Rd,,Coldwater,MI,49036,517-924-1791,41.949,-84.9719,Specialty Care
Ascension,Ascension St. Mary's Hospital Seton Cancer Institute - Saginaw,,800 South Washington Ave,,Saginaw,MI,48601,989-907-8115,43.4251,-83.9391,Specialty Care
Ascension,Ascension St. Mary's Diabetes Education Center,,800 S. Washington Ave. 2nd Floor,,Saginaw,MI,48601,989-907-8575,43.4251,-83.9391,Specialty Care
Ascension,Ascension St. Mary's Hospital Health Center at Towne Centre,,4599 Towne Centre Rd,,Saginaw,MI,48604,989-497-3000,43.4739,-83.965,Emergency Care & Imaging & Laboratory
Ascension,Seton Cancer Institute,,2780 Main St,,Marlette,MI,48453,989-635-1050,43.3323,-83.0807,Specialty Care
Ascension,Ascension St. Mary's Hospital,,800 South Washington Ave,,Saginaw,MI,48601,989-907-8000,43.4251,-83.9391,Hospital/Medical Center & Emergency Care & Laboratory & Imaging & Specialty Care & Primary Care/Clinic
Ascension,Ascension St. Mary's Hospital Center of Hope,,723 Emerson St,,Saginaw,MI,48607,989-907-8775,43.4244,-83.9354,Other
